target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
FEM_orbitrap_plasma	MTBLS19	0.4763	0.2398	0.5948	0.2698
FEM_orbitrap_plasma	MTBLS20	0.5558	0.2016	0.7034	0.2016
FEM_orbitrap_plasma	MTBLS36	0.4045	0.188	0.5404	0.2294
FEM_orbitrap_plasma	MTBLS38	0.499	0.2545	0.6044	0.2853
FEM_orbitrap_plasma	MTBLS39	-0.0431	0.0053	-0.0526	0.0081
FEM_orbitrap_plasma	UFZ_Phenomenex	0.4812	0.2226	0.6099	0.2371
FEM_orbitrap_plasma	UniToyama_Atlantis	0.5255	0.2085	0.6432	0.2288
FEM_orbitrap_plasma	MTBLS52	0.2062	0.0366	0.2802	0.0561
FEM_orbitrap_plasma	FEM_lipids	0.2498	0.3114	0.347	0.3974
MPI_Symmetry	LIFE_old	0.1878	0.2541	0.2388	0.3269
MPI_Symmetry	LIFE_new	0.4271	0.2023	0.536	0.2346
MPI_Symmetry	FEM_long	0.3902	0.2538	0.492	0.3062
MPI_Symmetry	FEM_short	0.4693	0.1829	0.597	0.2118
MPI_Symmetry	FEM_orbitrap_plasma	0.3359	0.2485	0.4172	0.3058
MPI_Symmetry	FEM_orbitrap_urine	0.3277	0.2677	0.396	0.3348
MPI_Symmetry	IPB_Halle	0.1342	0.2486	0.1715	0.3256
MPI_Symmetry	RIKEN	0.3716	0.2309	0.4675	0.271
MPI_Symmetry	Eawag_XBridgeC18	0.5352	0.1717	0.6744	0.1839
MPI_Symmetry	MPI_Symmetry	0.4033	0.2112	0.5357	0.2543
MPI_Symmetry	MTBLS4	-0.0843	0.0094	-0.137	0.0067
MPI_Symmetry	MTBLS17	-0.3098	0.0154	-0.4601	0.0317
MPI_Symmetry	MTBLS19	0.0091	0.0111	-0.0149	0.0153
MPI_Symmetry	MTBLS20	0.0813	0.2574	0.122	0.3322
MPI_Symmetry	MTBLS36	0.2589	0.2488	0.3504	0.3085
MPI_Symmetry	MTBLS38	0.317	0.2149	0.4054	0.2636
MPI_Symmetry	MTBLS39	0.3878	0.0013	0.5228	0.0019
MPI_Symmetry	UFZ_Phenomenex	0.3434	0.2129	0.4485	0.2563
MPI_Symmetry	UniToyama_Atlantis	0.2168	0.2092	0.2911	0.2726
MPI_Symmetry	MTBLS52	0.2967	0.0529	0.413	0.0582
MPI_Symmetry	FEM_lipids	0.1868	0.0074	0.2734	0.0032
Eawag_XBridgeC18	LIFE_old	0.1518	0.1107	0.2146	0.154
Eawag_XBridgeC18	LIFE_new	0.1547	0.1246	0.2131	0.1755
Eawag_XBridgeC18	FEM_long	0.1965	0.1074	0.2858	0.1491
Eawag_XBridgeC18	FEM_short	0.161	0.006	0.2323	0.0093
Eawag_XBridgeC18	FEM_orbitrap_plasma	0.1928	0	0.2796	0
Eawag_XBridgeC18	FEM_orbitrap_urine	0.1775	0.0031	0.2635	0.0054
Eawag_XBridgeC18	IPB_Halle	0.1967	0.1319	0.2797	0.1838
Eawag_XBridgeC18	RIKEN	0.1379	0.1075	0.1886	0.1527
Eawag_XBridgeC18	Eawag_XBridgeC18	0.5867	0.0777	0.7536	0.0798
Eawag_XBridgeC18	MPI_Symmetry	0.0771	0.1148	0.113	0.1655
Eawag_XBridgeC18	MTBLS4	0.086	0.0073	0.1285	0.0113
Eawag_XBridgeC18	MTBLS17	0.026	0.0066	0.0372	0.0101
Eawag_XBridgeC18	MTBLS19	-0.0473	0.0043	-0.0664	0.0076
Eawag_XBridgeC18	MTBLS20	0.1121	0.1235	0.1586	0.1785
Eawag_XBridgeC18	MTBLS36	0.1791	0.0029	0.2637	0.0036
Eawag_XBridgeC18	MTBLS38	0.1735	0.098	0.2543	0.1501
Eawag_XBridgeC18	MTBLS39	0.0042	0.0012	0.0032	0.0015
Eawag_XBridgeC18	UFZ_Phenomenex	0.4199	0.0925	0.5582	0.1195
Eawag_XBridgeC18	UniToyama_Atlantis	0.1653	0	0.2484	0
Eawag_XBridgeC18	MTBLS52	0.0721	0.0487	0.1071	0.0732
Eawag_XBridgeC18	FEM_lipids	0.1894	0.005	0.2731	0.0057
